codigo,descricao
7412502,PEIXE EM FILE CONGELADO CASCUDO
7413101,PEIXE INTEIRO PIRAMUTABA
7413102,PEIXE INTEIRO MULHER INGRATA
7413103,PEIXE INTEIRO PIRAMUTA
7413104,PEIXE INTEIRO PIRAMUTAVA
7413105,PEIXE INTEIRO BARBA CHATA
7413201,PEIXE EM POSTAS PIRAMUTABA
7413301,PEIXE EM FILE FRESCO PIRAMUTABA
7413401,PEIXE SALGADO PIRAMUTABA
7413501,PEIXE EM FILE CONGELADO PIRAMUTABA
7414101,PEIXE INTEIRO PIAU
7414102,PEIXE INTEIRO PIAU VERDADEIRO
7414103,PEIXE INTEIRO PIAU LAVRADO
7414104,PEIXE INTEIRO PIAU GALO
7414105,PEIXE INTEIRO PAIUDO
7414201,PEIXE EM POSTAS PIAU
7414301,PEIXE EM FILE FRESCO PIAU
7414401,PEIXE SALGADO PIAU
7414501,PEIXE EM FILE CONGELADO PIAU
7415101,PEIXE INTEIRO MUCUM
7415102,PEIXE INTEIRO COBRA
7415103,PEIXE INTEIRO MUCU
7415104,PEIXE INTEIRO MUCUM DE PELE
7415105,PEIXE INTEIRO MUCUM DE ESCAMA
7415106,PEIXE INTEIRO ENGUIA DE AGUA DOCE (MUCUM)
7415201,PEIXE EM POSTAS MUCUM
7415301,PEIXE EM FILE FRESCO MUCUM
7415401,PEIXE SALGADO MUCUM
7415501,PEIXE EM FILE CONGELADO MUCUM
7416101,PEIXE INTEIRO DOURADO DE AGUA DOCE
7416102,PEIXE INTEIRO PIRAJU
7416103,PEIXE INTEIRO PIRAJUBA
7416104,PEIXE INTEIRO SAIPE
7416105,PEIXE INTEIRO SAIJE
7416106,PEIXE INTEIRO PIRAUVU
7416107,PEIXE INTEIRO PIRAIU
7416201,PEIXE EM POSTAS DOURADO DE AGUA DOCE
7416301,PEIXE EM FILE FRESCO DOURADO DE AGUA DOCE
7416401,PEIXE SALGADO DOURADO DE AGUA DOCE
7416501,PEIXE EM FILE CONGELADO DOURADO DE AGUA DOCE
7417101,PEIXE INTEIRO TAMOATA
7417102,PEIXE INTEIRO TAMBUATA
7417103,PEIXE INTEIRO TAMBOATA
7417104,PEIXE INTEIRO TAMOATA PINIMA
7417105,PEIXE INTEIRO TAMUATA
7417106,PEIXE INTEIRO TAMATA
7417107,PEIXE INTEIRO CAMBOTA
7417108,PEIXE INTEIRO CAMBOATA
7417109,PEIXE INTEIRO SOLDADO DE AGUA DOCE (TAMOATA)
7417201,PEIXE EM POSTAS TAMOATA
7417301,PEIXE EM FILE FRESCO TAMOATA
7417401,PEIXE SALGADO TAMOATA
7417501,PEIXE EM FILE CONGELADO TAMOATA
7418101,PEIXE INTEIRO PIRAPEUA
7418102,PEIXE INTEIRO LENHA
7418103,PEIXE INTEIRO SURUBIM MENA (PIRAPEUA)
7418104,PEIXE INTEIRO PIRAJUPEVA
7418105,PEIXE INTEIRO PIRAPEUAUA
7418201,PEIXE EM POSTAS PIRAPEUA
7418301,PEIXE EM FILE FRESCO PIRAPEUA
7418401,PEIXE SALGADO PIRAPEUA
7418501,PEIXE EM FILE CONGELADO PIRAPEUA
7419101,PEIXE INTEIRO MAPARA
7419102,PEIXE INTEIRO BRACO DE MULATA
7419103,PEIXE INTEIRO OLELEIRO
7419104,PEIXE INTEIRO SARDA BRACO DE MOCA (MAPARA)
7419105,PEIXE INTEIRO MAPARA DE CAMETA
7419106,PEIXE INTEIRO MANDI PERUANO (MAPARA)
7419107,PEIXE INTEIRO BRACO DE MOCA
7419108,PEIXE INTEIRO LAULAU
7419109,PEIXE INTEIRO MAPURA
7419110,PEIXE INTEIRO MAMPARA
7419201,PEIXE EM POSTAS MAPARA
7419301,PEIXE EM FILE FRESCO MAPARA
7419401,PEIXE SALGADO MAPARA
7419501,PEIXE EM FILE CONGELADO MAPARA
7420101,PEIXE INTEIRO PIRANHA
7420102,PEIXE INTEIRO PIRANHA CAJU
7420103,PEIXE INTEIRO PIRANHA VERMELHA
7420104,PEIXE INTEIRO PIRANHA CHATA
7420105,PEIXE INTEIRO PIRANHA PINTADA
7420106,PEIXE INTEIRO PIRANHA AMARELA
7420107,PEIXE INTEIRO PIRANHA BEBA
7420108,PEIXE INTEIRO PIRANHA DA LAGOA
7420109,PEIXE INTEIRO PIRANHA PRETA
7420110,PEIXE INTEIRO PIRANHA BRANCA
7420111,PEIXE INTEIRO PIRANHA PEBA
7420112,PEIXE INTEIRO PIRANHA CACHORRA
7420113,PEIXE INTEIRO PIRANHA MAPARA
7420114,PEIXE INTEIRO PIRAMPEVA
7420115,PEIXE INTEIRO PIRAMBE
7420116,PEIXE INTEIRO PIRAMPEBA
7420117,PEIXE INTEIRO PIRAMBEVA
7420118,PEIXE INTEIRO PIRAMBEBA
7420119,PEIXE INTEIRO PIRANHA DOCE
7420120,PEIXE INTEIRO COICOA
7420121,PEIXE INTEIRO PIRAMPE
7420122,PEIXE INTEIRO RODOLEIRA
7420123,PEIXE INTEIRO CHUPITA
7420201,PEIXE EM POSTAS PIRANHA
7420301,PEIXE EM FILE FRESCO PIRANHA
7420401,PEIXE SALGADO PIRANHA
7420501,PEIXE EM FILE CONGELADO PIRANHA
7421101,PEIXE INTEIRO PACU
7421102,PEIXE INTEIRO PACUACU
7421103,PEIXE INTEIRO PACU CHICO
7421104,PEIXE INTEIRO PACU MIRIM
7421105,PEIXE INTEIRO PACU CHATO
7421106,PEIXE INTEIRO PACU BRANCO
7421107,PEIXE INTEIRO PACUGUACU
7421108,PEIXE INTEIRO PACU AZUL
7421109,PEIXE INTEIRO BATUQUEIRO
7421110,PEIXE INTEIRO PIROSCA
7421111,PEIXE INTEIRO PACUTINGA
7421112,PEIXE INTEIRO PEVA
7421113,PEIXE INTEIRO PACUPEVA
7421114,PEIXE INTEIRO PACUPEBA
7421115,PEIXE INTEIRO MAFURA
7421116,PEIXE INTEIRO PEBA
7421117,PEIXE INTEIRO CAPADINHO
7421118,PEIXE INTEIRO ABEL
7421119,PEIXE INTEIRO CORONA
7421120,PEIXE INTEIRO CARANHA
7421121,PEIXE INTEIRO PANARE
7421201,PEIXE EM POSTAS PACU
7421301,PEIXE EM FILE FRESCO PACU
7421401,PEIXE SALGADO PACU
7421501,PEIXE EM FILE CONGELADO PACU
7422101,PEIXE INTEIRO TAMBAQUI
7422102,PEIXE INTEIRO CURUPETE
7422103,PEIXE INTEIRO PACU DO AMAZONAS (TAMBAQUI)
7422201,PEIXE EM POSTAS TAMBAQUI
7422301,PEIXE EM FILE FRESCO TAMBAQUI
7422401,PEIXE SALGADO TAMBAQUI
7422501,PEIXE EM FILE CONGELADO TAMBAQUI
7422701,CABECA DE PACU
7422901,PEIXE TAMBAQUI (FORMA DE COMERCIALIZACAO NAO-DISCRIMINADA)
7423101,PEIXE INTEIRO ANUJA
7423102,PEIXE INTEIRO CACHORRINHO DE PADRE
7423103,PEIXE INTEIRO ANOJADO
7423104,PEIXE INTEIRO CACHORRO DE PADRE
7423105,PEIXE INTEIRO CACHORRINHO
7423106,PEIXE INTEIRO ANUIA
7423107,PEIXE INTEIRO BODE
7423108,PEIXE INTEIRO MANDIZINHO (ANUJA)
7423109,PEIXE INTEIRO MANDICUMBA
7423110,PEIXE INTEIRO CUMBACA (DE AGUA DOCE) (ANUJA)
7423111,PEIXE INTEIRO CANGATINHA
7423112,PEIXE INTEIRO MULATO
7423113,PEIXE INTEIRO CHORADEIRA
7423114,PEIXE INTEIRO BOCA LISA (DE AGUA DOCE) (ANUJA)
7423115,PEIXE INTEIRO BAGRE CHORA (ANUJA)
7423116,PEIXE INTEIRO CABECA DE FERRO
7423117,PEIXE INTEIRO LIRIO
7423118,PEIXE BAGRE DE RIO
7423119,PEIXE INTEIRO MANDI
7423120,PEIXE INTEIRO JUNDIA
7423121,PEIXE INTEIRO BOGA
7423122,PEIXE INTEIRO MANDIUVA
7423123,PEIXE INTEIRO JANDIA
7423201,PEIXE EM POSTAS ANUJA
7423301,PEIXE EM FILE FRESCO ANUJA
7423401,PEIXE SALGADO ANUJA
7423501,PEIXE EM FILE CONGELADO ANUJA
7424101,PEIXE INTEIRO SARDINHA DE AGUA DOCE
7424102,PEIXE INTEIRO APAPA
7424103,PEIXE INTEIRO SARDINHA GRANDE DE AGUA DOCE
7424104,PEIXE INTEIRO SARDINHAO (AGUA DOCE)
7424105,PEIXE INTEIRO SARDA DE AGUA DOCE
7424106,PEIXE INTEIRO ARANGAL
7424201,PEIXE EM POSTAS SARDINHA DE AGUA DOCE
7424301,PEIXE EM FILE FRESCO SARDINHA DE AGUA DOCE
7424401,PEIXE SALGADO SARDINHA DE AGUA DOCE
7424501,PEIXE EM FILE CONGELADO SARDINHA DE AGUA DOCE
7425101,PEIXE INTEIRO JARAQUI
7425102,PEIXE INTEIRO JERAQUI
7425103,PEIXE INTEIRO JERIQUI
7425201,PEIXE EM POSTAS JARAQUI
7425301,PEIXE EM FILE FRESCO JARAQUI
7425401,PEIXE SALGADO JARAQUI
7425501,PEIXE EM FILE CONGELADO JARAQUI
7426101,PEIXE INTEIRO CACHORRO
7426102,PEIXE INTEIRO CIGARRA
7426103,PEIXE INTEIRO ICANGA
7426104,PEIXE INTEIRO PIRAPUCU
7426105,PEIXE INTEIRO TAJIBUCU
7426106,PEIXE INTEIRO TAJABUCU
7426107,PEIXE INTEIRO PIRAPUCA
7426108,PEIXE INTEIRO TAJAPECO
7426109,PEIXE INTEIRO PIRA ANDIRA
7426110,PEIXE INTEIRO SAICANGA
7426111,PEIXE INTEIRO SARANHA
7426112,PEIXE INTEIRO BICUDA DE RIO (CACHORRO)
7426113,PEIXE INTEIRO DENTUDO PINTADO
7426114,PEIXE INTEIRO BOCARRA
7426115,PEIXE INTEIRO CUBIO
7426116,PEIXE INTEIRO CUBIU
7426117,PEIXE INTEIRO BOCUDO
7426118,PEIXE INTEIRO JAUARANA
7426201,PEIXE EM POSTAS CACHORRO
7426301,PEIXE EM FILE FRESCO CACHORRO
7426401,PEIXE SALGADO CACHORRO
7426501,PEIXE EM FILE CONGELADO CACHORRO
7427101,PEIXE INTEIRO PIABANHA
7427102,PEIXE INTEIRO PIRAPITINGA
7427103,PEIXE INTEIRO TARAPITINGA
7427104,PEIXE INTEIRO TRAPITINGA
7427201,PEIXE EM POSTAS PIABANHA
7427301,PEIXE EM FILE FRESCO PIABANHA
7427401,PEIXE SALGADO PIABANHA
7427501,PEIXE EM FILE CONGELADO PIABANHA
7427601,PEIXE EM FILE FRESCO DE PIRAPITINGA
7428101,PEIXE INTEIRO PIRAIBA
7428102,PEIXE INTEIRO FILHOTE
7428103,PEIXE INTEIRO PIRATINGA (PIRAIBA)
7428201,PEIXE EM POSTAS PIRAIBA
7428301,PEIXE EM FILE FRESCO PIRAIBA
7428401,PEIXE SALGADO PIRAIBA
7428501,PEIXE EM FILE CONGELADO PIRAIBA
7429101,PEIXE INTEIRO BACU
7429102,PEIXE INTEIRO ABOTOADO
7429103,PEIXE INTEIRO ARMAU
7429104,PEIXE INTEIRO DAQUEIRO
7429105,PEIXE INTEIRO BACU DE PEDRA
7429106,PEIXE INTEIRO BACU PEDRA
7429107,PEIXE INTEIRO VACU
7429108,PEIXE INTEIRO BOTOADO
7429109,PEIXE INTEIRO CUIU CUIU
7429201,PEIXE EM POSTAS BACU
7429301,PEIXE EM FILE FRESCO BACU
7429401,PEIXE SALGADO BACU
7429501,PEIXE EM FILE CONGELADO BACU
7430101,PEIXE INTEIRO PIRARARA
7430102,PEIXE INTEIRO PIRAUARARA
7430103,PEIXE INTEIRO ARARA
7430104,PEIXE INTEIRO CAJARO
7430105,PEIXE INTEIRO UARARA
7430106,PEIXE INTEIRO PIRAMBREPE
7430107,PEIXE INTEIRO LAITU
7430201,PEIXE EM POSTAS PIRARARA
7430301,PEIXE EM FILE FRESCO PIRARARA
7430401,PEIXE SALGADO PIRARARA
7430501,PEIXE EM FILE CONGELADO PIRARARA
7431101,PEIXE INTEIRO PACAMAO DE AGUA DOCE
7431102,PEIXE INTEIRO APACAMA DE AGUA DOCE
7431103,PEIXE INTEIRO PACUMA DE AGUA DOCE
7431104,PEIXE INTEIRO PIRACURURU
7431105,PEIXE INTEIRO SAPO
7431106,PEIXE INTEIRO BAGRE SAPO (PACAMAO DE AGUA DOCE)
7431107,PEIXE INTEIRO PACAMA DE AGUA DOCE
7431108,PEIXE INTEIRO PIACURURU
7431109,PEIXE INTEIRO MANGURUIU
7431110,PEIXE INTEIRO MANGURIU
7431111,PEIXE INTEIRO PRECAMBUCU
7431112,PEIXE INTEIRO PRECUMBUCU
7431201,PEIXE EM POSTAS PACAMAO DE AGUA DOCE
7431301,PEIXE EM FILE FRESCO PACAMAO DE AGUA DOCE
7431401,PEIXE SALGADO PACAMAO DE AGUA DOCE
7431501,PEIXE EM FILE CONGELADO PACAMAO DE AGUA DOCE
7432101,PEIXE INTEIRO DOURADA
7432102,PEIXE INTEIRO DOURADA DO AMAZONAS
7432103,PEIXE INTEIRO DOIRADA DO AMAZONAS
7432104,PEIXE INTEIRO DOIRADA
7432201,PEIXE EM POSTAS DOURADA
7432301,PEIXE EM FILE FRESCO DOURADA
7432401,PEIXE SALGADO DOURADA
7432501,PEIXE EM FILE CONGELADO DOURADA
7432901,PEIXE DOURADA (FORMA DE COMERCIALIZACAO NAO-DISCRIMINADA)
7433101,PEIXE INTEIRO PIRANAMBU
7433102,PEIXE INTEIRO GALINHA
7433103,PEIXE INTEIRO INAMBU
7433104,PEIXE INTEIRO INHAMBU
7433105,PEIXE INTEIRO PIRAMBU (DE AGUA DOCE) (PIRANAMBU)
7433106,PEIXE INTEIRO PIRANIAMBU
7433107,PEIXE INTEIRO PINTADINHO (DE AGUA DOCE) (PIRANAMBU)
7433108,PEIXE INTEIRO PIRANIAMPU
7433109,PEIXE INTEIRO PIRANAMPU
7433110,PEIXE INTEIRO NAMBU
7433111,PEIXE INTEIRO MANTOPAQUE
7433112,PEIXE INTEIRO MOELA
7433113,PEIXE INTEIRO BARBADO (DE AGUA DOCE) (PIRANAMBU)
7433114,PEIXE INTEIRO PIRAMAPU
7433201,PEIXE EM POSTAS PIRANAMBU
7433301,PEIXE EM FILE FRESCO PIRANAMBU
7433401,PEIXE SALGADO PIRANAMBU
7433501,PEIXE EM FILE CONGELADO PIRANAMBU
7434101,PEIXE INTEIRO FIDALGO
7434102,PEIXE INTEIRO BAGRE FIDALGO (FIDALGO)
7434201,PEIXE EM POSTAS FIDALGO
7434301,PEIXE EM FILE FRESCO FIDALGO
7434401,PEIXE SALGADO FIDALGO
7434501,PEIXE EM FILE CONGELADO FIDALGO
7434901,PEIXE FIDALGO (FORMA DE COMERCIALIZACAO NAO-DISCRIMINADA)
7435101,PEIXE INTEIRO TABARANA
7435102,PEIXE INTEIRO JATUBARANA
7435103,PEIXE INTEIRO JUTUBARANA
7435104,PEIXE INTEIRO TUBARANA
7435105,PEIXE INTEIRO TRAGUIRA
7435201,PEIXE EM POSTAS TABARANA
7435301,PEIXE EM FILE FRESCO TABARANA
7435401,PEIXE SALGADO TABARANA
7435501,PEIXE EM FILE CONGELADO TABARANA
7436101,PEIXE INTEIRO MANDUBE
7436102,PEIXE INTEIRO ANDUBE
7436103,PEIXE INTEIRO MANDURI
7436104,PEIXE INTEIRO MANDUVA
7436105,PEIXE INTEIRO MANDUBE MIRIM
7436106,PEIXE INTEIRO MANDIBE
7436107,PEIXE INTEIRO MANDUBI
7436108,PEIXE INTEIRO ANDUBI
7436201,PEIXE EM POSTAS MANDUBE
7436301,PEIXE EM FILE FRESCO MANDUBE
7436401,PEIXE SALGADO MANDUBI
7436501,PEIXE EM FILE CONGELADO MANDUBI
7437101,PEIXE INTEIRO PIRAPUTANGA
7437102,PEIXE INTEIRO PIRAPITANGA
7437103,PEIXE INTEIRO PIRAPITA
7437201,PEIXE EM POSTAS PIRAPUTANGA
7437301,PEIXE EM FILE FRESCO PIRAPUTANGA
7437401,PEIXE SALGADO PIRAPUTANGA
7437501,PEIXE EM FILE CONGELADO PIRAPUTANGA
7438101,PEIXE INTEIRO JAU
7438102,PEIXE INTEIRO JARIPOCA
7438103,PEIXE INTEIRO JUNDIA DE LAGOA (JAU)
7438104,PEIXE INTEIRO JAUPOCA
7438201,PEIXE EM POSTAS JAU
7438301,PEIXE EM FILE FRESCO JAU
7438401,PEIXE SALGADO JAU
7438501,PEIXE EM FILE CONGELADO JAU
7439101,PEIXE INTEIRO PIAPARA
7439102,PEIXE INTEIRO PIAMPARA
7439103,PEIXE INTEIRO PIRAPARA
7439201,PEIXE EM POSTAS PIAPARA
7439301,PEIXE EM FILE FRESCO PIAPARA
7439401,PEIXE SALGADO PIAPARA
7439501,PEIXE EM FILE CONGELADO PIAPARA
7440101,PEIXE INTEIRO ARUANA
7440102,PEIXE INTEIRO CARAPANA
7440103,PEIXE INTEIRO AMANA
7440104,PEIXE INTEIRO URUANA
7440105,PEIXE INTEIRO ARAUANA
7440106,PEIXE INTEIRO SULAMBA
7440201,PEIXE EM POSTAS ARUANA
7440301,PEIXE EM FILE FRESCO ARUANA
7440401,PEIXE SALGADO ARUANA
7440501,PEIXE EM FILE CONGELADO ARUANA
7441101,PEIXE INTEIRO PIRACANJUBA
7441102,PEIXE INTEIRO PIRACANJUVA
7441103,PEIXE INTEIRO PIRACANJUVIRA
7441104,PEIXE INTEIRO TRAITINGA
7441201,PEIXE EM POSTAS PIRACANJUBA
7441301,PEIXE EM FILE FRESCO PIRACANJUBA
7441401,PEIXE SALGADO PIRACANJUBA
7441501,PEIXE EM FILE CONGELADO PIRACANJUBA
7442101,PEIXE INTEIRO SAIRU
7442102,PEIXE INTEIRO SAIRU DE RIO
7442103,PEIXE INTEIRO SAGUIRU
7442104,PEIXE INTEIRO SAGUIRI
7442105,PEIXE INTEIRO SAGARU
7442106,PEIXE INTEIRO SABARU
7442107,PEIXE INTEIRO SAGUIRA
7442108,PEIXE INTEIRO BIRUBA
7442109,PEIXE INTEIRO SAGUACU
7442110,PEIXE INTEIRO SABURU
7442111,PEIXE INTEIRO LAMBARI BOCARRA (SAIRU)
7442201,PEIXE EM POSTAS SAIRU
7442301,PEIXE EM FILE FRESCO SAIRU
7442401,PEIXE SALGADO SAIRU
7442501,PEIXE EM FILE CONGELADO SAIRU
7443101,CAMARAO DE AGUA DOCE
7443102,CAMARAO LAGOSTA (AGUA DOCE)
7443103,PITU (CAMARAO DE AGUA DOCE)
7443104,ZABUMBA
7443105,CAMARAO ZABUMBA (AGUA DOCE)
7443106,CAMARAO BRACO FORTE (AGUA DOCE)
7443107,CAMARAO CASTANHO (AGUA DOCE)
7443201,CAMARAO DE AGUA DOCE SEM CASCA
7443401,CAMARAO DE AGUA DOCE SALGADO
7444101,TRACAJA
7444102,GANGAPARRA
7444103,AIACA
7444104,TARTARUGA DE AGUA DOCE
7444105,TARTARUGA DO AMAZONAS
7444106,TRACAJA CABECADA
7444107,CABECADA
7444108,ARAU
7444109,AIUCA
7444110,JURARA ACU
7444111,TERECAI
7444112,JURARA
7444113,BRACAJA
7444114,IURURA
7444115,IURARA
7444116,PITIU
7444117,IACA
7444118,CAPITARI
7444119,JURURA
7444120,CAPININGA
7444121,CAPINIMA
7444122,ANURI
7444123,TARECAI
7444124,TARACAIA
7444201,TRACAJA EM POSTAS
7444301,TRACAJA EM FILE FRESCO
7444401,TRACAJA SALGADA
7444501,TRACAJA EM FILE CONGELADO
7445101,RA
7445102,RA CACOTE
7445103,RA COMUM
7445104,RA VERDADEIRA
7445105,RA TOURO GIGANTE
7445106,RA NIMBUIA
7445107,RA PIMENTA
7445108,RA TOURO
7445109,JIA
7445110,RA PAULISTINHA
7445111,RA MIRIM
7445112,RA JIA
7445113,CACOTE
7445114,RA GIMBUIA
7445115,PAULISTINHA
7445116,NIMBUIA
7445117,GIMBUIA
7445201,RA EM POSTAS
7445301,RA EM FILE FRESCO
7445401,RA SALGADA
7445501,RA EM FILE CONGELADO
7446101,PEIXE INTEIRO BAGRE DE AGUA DOCE
7446201,PEIXE EM POSTAS BAGRE DE AGUA DOCE
7446301,PEIXE EM FILE FRESCO BAGRE DE AGUA DOCE
7446401,PEIXE SALGADO BAGRE DE AGUA DOCE
7446501,PEIXE EM FILE CONGELADO BAGRE DE AGUA DOCE
7447101,MUCUA
7447201,MUCUA EM POSTAS
7447301,MUCUA EM FILE FRESCO
7447401,MUCUA SALGADA
7447501,MUCUA EM FILE CONGELADO
7448101,PEIXE INTEIRO ITUI
7448102,PEIXE INTEIRO TUI
7448103,PEIXE INTEIRO SARAPO
7448201,PEIXE EM POSTAS ITUI
7448301,PEIXE EM FILE FRESCO ITUI
7448401,PEIXE SALGADO ITUI
7448501,PEIXE EM FILE CONGELADO ITUI
7449101,PEIXE INTEIRO TRUTA
7449201,PEIXE EM POSTAS TRUTA
7449301,PEIXE EM FILE FRESCO TRUTA
7449401,PEIXE SALGADO TRUTA
7449501,PEIXE EM FILE CONGELADO TRUTA
7450101,AVIU
7450201,AVIU SEM CASCA
7450401,AVIU SALGADO
7451101,PEIXE INTEIRO MATRINXA
7451102,PEIXE INTEIRO MATRINXAO
7451103,PEIXE INTEIRO MAMURI
7451104,PEIXE INTEIRO JATUARANA
7451201,PEIXE EM POSTAS MATRINXA
7451301,PEIXE EM FILE FRESCO MATRINXA
7451401,PEIXE SALGADO MATRINXA
7451501,PEIXE EM FILE CONGELADO MATRINXA
7451901,PEIXE MATRINXA (FORMA DE COMERCIALIZACAO NAO-DISCRIMINADA)
7452101,PEIXE INTEIRO ARACAPURI
7453101,PEIXE INTEIRO ARUIRI
7454101,PEIXE INTEIRO BAIACU
7455101,PEIXE INTEIRO CARPA
7455301,PEIXE EM FILE FRESCO CARPA
7456101,PEIXE INTEIRO CUJUBA
7457101,PEIXE INTEIRO VOADOR
7457102,PEIXE INTEIRO FLECHEIRO
7458101,PEIXE INTEIRO PIRACATINGA
7459101,PEIXE INTEIRO TRAIRAO
7460101,PEIXE INTEIRO CHAPEREMA
7461101,CARAMUJO
7461102,URUA ( MOLUSCO)
7462101,PEIXE INTEIRO TAMBATINGA
7600101,PEIXE INTEIRO NAO-ESPECIFICADO
7600201,PEIXE EM POSTAS NAO-ESPECIFICADO
7600301,PEIXE EM FILE FRESCO NAO-ESPECIFICADO
7600401,PEIXE SALGADO NAO-ESPECIFICADO
7600402,PEIXE SECO NAO-ESPECIFICADO
7600501,PEIXE EM FILE CONGELADO NAO-ESPECIFICADO
7600701,CABECA DE PEIXE
7600901,PEIXE NAO-ESPECIFICADO
7700101,AZEITONA
7700102,AZEITONA EM CONSERVA
7700103,AZEITONA VERDE
7700104,AZEITONA PRETA
7700105,AZEITONA RECHEADA EN CONSERVA
7700106,AZEITONA SEM CAROCO
7700107,AZEITONA FATIADA EM CONSERVA
7700201,ERVILHA EM CONSERVA
7700202,PETIT POIS
7700301,ERVILHA COM CENOURA EM CONSERVA
7700302,ERVILHA E CENOURA EM CONSERVA
7700401,MILHO VERDE EM CONSERVA
7700402,MILHO EM CONSERVA
7700501,PALMITO EM CONSERVA
7700601,COGUMELO EM CONSERVA
7700602,CHAMPIGNON EM CONSERVA
7700603,FUNGHI SECO
7700701,ASPARGO EM CONSERVA
7700801,CENOURA EM CONSERVA
7700901,REPOLHO EM CONSERVA
7700902,CHUCRUTE
7701001,TOMATE SEM PELE EM CONSERVA
7701002,TOMATE COM PELE EM CONSERVA
7701101,LEGUME NAO-ESPECIFICADO EM CONSERVA
7701102,LEGUME EM CONSERVA NAO-ESPECIFICADO
7701201,SOPA INFANTIL DE QUALQUER SABOR
7701202,SOPA INFANTIL COM LEGUMES OU VERDURAS
7701203,ALIMENTO INFANTIL CREMOSO (EXCETO SOBREMESA)
7701204,ALIMENTO INFANTIL EM PASTA (EXCETO SOBREMESA)
7701205,PATE INFANTIL (EXCETO SOBREMESA)
7701206,CREME INFANTIL (EXCETO SOBREMESA)
7701207,PAPINHA (ALIMENTO INFANTIL)
7701208,SOPINHA PARA BEBE
7701301,SOPA DE LEGUMES EM CONSERVA
7701401,SOPA DESIDRATADA DE QUALQUER SABOR
7701402,SOPA EM PACOTE DE QUALQUER SABOR
7701403,SOPA CONCENTRADA EM PACOTE DE QUALQUER SABOR
7701404,CREME DE CEBOLA (SOPA DESIDRATADA)
7701405,CREME DE LEGUMES (SOPA DESIDRATADA)
7701406,YAKISSOBA (SOPA DE LEGUMES DESIDRATADA)
7701407,CANJA DESIDRATADA
7701408,CREME DE ERVILHA (SOPA DESIDRATADA)
7701409,SOPA DE LEGUMES (SOPA DESIDRATADA)
7701501,MILHO VERDE COM ERVILHA EM CONSERVA
7701502,ERVILHA E MILHO EM CONSERVA
7701503,MILHO E ERVILHA EM CONSERVA
7701504,ERVILHA E MILHO VERDE EM CONSERVA
7701505,MILHO VERDE E ERVILHA EM CONSERVA
7701601,PIMENTA MALAGUETA EM CONSERVA
7701602,MALAGUETA EM CONSERVA
7701701,PIMENTA DE CHEIRO EM CONSERVA
7701702,PIMENTA BODE EM CONSERVA
7701801,PIMENTA NAO-ESPECIFICADA EM CONSERVA
7701802,MOLHO DE PIMENTA NAO-ESPECIFICADA
7701803,PIMENTA EM CONSERVA NAO-ESPECIFICADA
7701901,FEIJOADA EM CONSERVA
7701902,FEIJOADA COMPLETA EM CONSERVA
7701903,FEIJOADA PRONTA EM CONSERVA
7702001,FEIJAO BRANCO COM DOBRADINHA EM CONSERVA
7702002,DOBRADINHA COM FEIJAO BRANCO EM CONSERVA
7702101,COZIDO EM CONSERVA
7702201,PATE DE FIGADO EM CONSERVA
7702202,PASTA DE FIGADO EM CONSERVA
7702301,PATE DE CARNE EM CONSERVA
7702302,PASTA DE CARNE EM CONSERVA
7702303,PATE DE CALABRESA
7702401,PATE DE PRESUNTO EM CONSERVA
7702402,PASTA DE PRESUNTO EM CONSERVA
7702501,PATE DE GALINHA EM CONSERVA
7702502,PASTA DE GALINHA EM CONSERVA
7702503,PATE DE FRANGO EM CONSERVA
7702601,CARNE BOVINA EM CONSERVA
7702602,ALMONDEGA EM CONSERVA
7702603,KITUTE BOVINO
7702604,ALMONDEGA AO MOLHO EM CONSERVA
7702605,VITELADA
7702606,CORNED BEEF
7702607,QUITUTE BOVINO
7702701,CARNE SUINA EM CONSERVA
7702702,FIAMBRADA SUINA
7702703,VIANDADA SUINA
7702704,KITUTE SUINO
7702705,PRESUNTADA
7702706,QUITUTE SUINO
7702707,FIAMBRE
7702708,AFIAMBRADO
7702801,SALSICHA EM CONSERVA
7702901,LINGUICA EM CONSERVA
7703001,PEIXE SARDINHA EM CONSERVA
7703002,SARDINHA EM CONSERVA
7703003,SARDINHA EM LATA
7703101,PEIXE ANCHOVA EM CONSERVA
7703102,PEIXE ENCHOVA EM CONSERVA
7703103,ANCHOVA EM CONSERVA
7703104,ENCHOVA EM CONSERVA
7703201,PEIXE CORVINA EM CONSERVA
7703202,CORVINA EM CONSERVA
7703301,PEIXE CAVALINHA EM CONSERVA
7703302,CAVALINHA EM CONSERVA
7703401,PEIXE ATUM EM CONSERVA
7703402,ATUM EM CONSERVA
7703403,ATUM RALADO
7703404,ATUM SOLIDO
7703501,PEIXE SAVELHA EM CONSERVA
7703502,SAVELHA EM CONSERVA
7703601,CAMARAO EM CONSERVA
7703701,PEPINO EM CONSERVA
7703801,CEBOLA EM CONSERVA
7703901,PATE DE PEIXE EM CONSERVA
7703902,PASTA DE PEIXE EM CONSERVA
7704001,PICLES
7704101,PEIXE BONITO EM CONSERVA
7704102,BONITO EM CONSERVA
7704201,LENTILHA EM CONSERVA
7704301,MORTADELA EM CONSERVA
7704401,ALGAS EM CONSERVA
7704402,ALGA EM CONSERVA
7704501,PEIXE PESCADA EM CONSERVA
7704502,PESCADA EM CONSERVA
7704601,CARNE DE FRANGO EM CONSERVA
